区画,クレート,ファイル,行,識別子,記号の種類,落ちた条件,なぜ読めないか,改名の素案,報告ファイル
144,xtask,xtask/src/bake_building/source_export.rs,"10, 12, 21, 25",ビン名(定数)、編集サーバーのビンで書き出す(関数),なし,呼称と語の選択(カタカナ語の基準「小学生が分かるか」)/受理条件1(受理テスト),「ビン」は「バイナリ(実行可能ファイル)」を2モーラへ切り詰めた業界略語であり、単独で読むと同じ発音の「瓶」(容器)と衝突する。関数名・定数名だけを見た読み手は「編集サーバーの瓶で書き出す」「瓶の名前」と誤読しうる。「順4→順4」のような圧縮呼称の禁止と同じ構造(完全な語を切り詰めて別の日常語と衝突する語にした)である,ビン名→実行ファイル名、編集サーバーのビンで書き出す→編集サーバーの実行ファイルで書き出す,命名_区画144_2026-09-12.md
144,xtask,xtask/src/cloth_empty/judgment.rs,21,計数.validation件数,英単語または略号,受理条件6(1語1義)・7(直訳/未訳語の検出),同じcloth_empty/judgment.rsの66〜67行目は同じ対象を検証層の指摘という訳語で呼んでおり、cloth_xpbd_reference/parse.rsの検証件数も同じ対象を訳語で呼んでいる。1箇所だけ英単語validationを訳さず日本語の助数詞件数へ直結しており、英語を知らない読み手には「validation」の意味が復元できず、しかも同じ検収ドメイン内で「検証層」「検証件数」「validation件数」の3通りの呼び方が並立している,validation件数→検証層の指摘件数(同ファイル66行目の検証層の指摘の判定名と語を揃える),命名_区画144_2026-09-12.md
145,xtask,xtask/src/cluster_lights/assignment.rs,36,取り出す(fn),英単語または略号,条件2・条件3・条件5,assignmentはASCIIモジュールであり補完力ゼロ。呼び出しはassignment::取り出す(結果.報告())(scale.rs:63)で、名前に目的語が無く「何を取り出すか」を単独で答えられない。同じファイルの行一覧を取り出すは目的語を持ち合格しているのに対し、この関数だけ目的語が落ちている(実体はクラスタ割り当ての統計を組み立てて返す処理),割り当ての統計を取り出す,命名_区画145_2026-09-12.md
145,xtask,xtask/src/cluster_lights/gpu_time.rs,31,取り出す(fn),英単語または略号,条件2・条件3・条件5,gpu_timeはASCIIモジュールで補完力ゼロ。呼び出しはgpu_time::取り出す(結果.報告())(scale.rs:60、gpu_time_tests.rs:9)で、「GPU時間の表から何を取り出すか」が名前に無い(実体は選別とシーン描画の2区間の中央値),区間の中央値を取り出す,命名_区画145_2026-09-12.md
145,xtask,xtask/src/cluster_lights/determinism.rs,30,確かめる(fn),英単語または略号,条件2・条件3・条件5,determinismはASCIIモジュールで補完力ゼロ。呼び出しはdeterminism::確かめる(&夜の実行環境)(cluster_lights.rs:52)で、「何を確かめるか」が名前に無い(実体は同一起動内で撮った2枚の絵と割り当ての報告行の一致の確認),同一起動の2枚の一致を確かめる,命名_区画145_2026-09-12.md
145,xtask,xtask/src/cluster_lights/interior.rs,29,測る(fn),英単語または略号,条件2・条件3・条件5,interiorはASCIIモジュールで補完力ゼロ。呼び出しはinterior::測る(&屋内の実行環境)(cluster_lights.rs:54)で、「何を測るか」が名前に無い(実体は屋内の灯ありと灯なしの平均輝度),屋内の明るさを測る,命名_区画145_2026-09-12.md
145,xtask,xtask/src/cluster_lights/scale.rs,33,測る(fn),英単語または略号,条件2・条件3・条件5,scaleはASCIIモジュールで補完力ゼロ。呼び出しはscale::測る(&夜の実行環境)(cluster_lights.rs:53)で、「何を測るか」が名前に無い(実体は光の件数を振って各件数のGPU時間と割り当てを測る処理),光の件数を振って測る,命名_区画145_2026-09-12.md
146,xtask,xtask/src/command_ui/menu/interactive.rs,14,選択する(自由関数),なし,受理条件5(裸の動詞の禁止)・条件3(何をが欠落),ASCIIモジュールinteractive直下の自由関数であり(条件2によりモジュール名は読まれない)、名前単独では「何を選択するか」が答えられない。実体は「項目一覧からの1件選択」,項目一覧から1件を選ぶ,命名_区画146_2026-09-12.md
146,xtask,xtask/src/command_ui/menu/simple.rs,8,選択する(自由関数),なし,受理条件5・条件3,同上。ASCIIモジュールsimple直下の裸の動詞で対象語が無い。実体は「番号入力による1件選択」,番号入力で1件を選ぶ,命名_区画146_2026-09-12.md
146,xtask,xtask/src/command_ui/menu/selection_index.rs,6,添字へ変換する,なし,受理条件3(最低「何を+どうする」を欠く),着点(添字へ)はあるが対象(何を変換するか)が名前に無く、「添字へ変換する」だけでは番号の文字列を変換することが読み取れない,番号の文字列を添字へ変換する,命名_区画146_2026-09-12.md
146,xtask,xtask/src/command_ui/menu/argument_form/answer_reading.rs,35,省いた答え(関数),なし,受理条件4(品詞の規律。処理なのに名詞形),省略したときの扱いを受けて新しい引数の答えを組み立てる処理だが、動詞を持たない名詞句で値のように見える。兄弟の旗の答えを読む等はすべて動詞句で終わる,省いたときの答えを作る,命名_区画146_2026-09-12.md
146,xtask,xtask/src/command_ui/menu/argument_form/prompt_text.rs,40,飛ばしたことの案内,なし,受理条件4,案内文を組み立てて返す処理だが名詞句止まり。同ファイルの案内文を組み立てると品詞が食い違う,飛ばしたことを案内する文を組み立てる,命名_区画146_2026-09-12.md
146,xtask,xtask/src/command_ui/menu/argument_form/prompt_text.rs,47,選ぶ引数の案内文,なし,受理条件4,同上。5つの引数から文字列を組み立てる処理だが名詞句,選ぶ引数の案内文を組み立てる,命名_区画146_2026-09-12.md
146,xtask,xtask/src/command_ui/menu/argument_form/prompt_text.rs,63,省いたときの案内,なし,受理条件4,同上,省いたときの案内文を組み立てる,命名_区画146_2026-09-12.md
146,xtask,xtask/src/compile_assets/invoke.rs,30,焼かせる(自由関数),なし,受理条件5,ASCIIモジュールinvoke直下の自由関数が裸の使役動詞で、何を焼かせるかが名前に無い(引数指定はあるが名前に現れない),指定どおりに焼かせる,命名_区画146_2026-09-12.md
146,xtask,xtask/src/compile_assets/texture_policy_name.rs,10,全てRGBA8(定数),英単語または略号・数字,識別子へのASCII英字・数字混入の禁止,"日本語の識別子へ英字・数字の塊「RGBA8」をそのまま混入している(値の文字列""all_rgba8""がASCIIであることとは別問題。識別子自体が和欧混在になっている)","全画素非圧縮の方針名(値の文字列""all_rgba8""は変更不要)",命名_区画146_2026-09-12.md
147,xtask,xtask/src/conform/allow_lint.rs,30,検査する(pub fn),英単語または略号,2・3・5,"allow_lint::検査する(パス, 内容)と読むとき、モジュール名は読まれない前提のため「何を検査するか」が名前に無い",不正なallowの緩和を検査する,命名_区画147_2026-09-12.md
147,xtask,xtask/src/conform/declaration_comment_line.rs,15,検査する(pub fn),英単語または略号,2・3・5,同上。宣言の間のコメント行という対象が名前に無い,宣言の間のコメント行を検査する,命名_区画147_2026-09-12.md
147,xtask,xtask/src/conform/doc_reference.rs,23,検査する(pub fn),英単語または略号,2・3・5,同上。参照パスの実在という対象が名前に無い,参照パスの実在を検査する,命名_区画147_2026-09-12.md
147,xtask,xtask/src/conform/drop_impl.rs,34,検査する(pub fn),英単語または略号,2・3・5,同上。Drop実装の配置という対象が名前に無い,Drop実装の配置を検査する,命名_区画147_2026-09-12.md
147,xtask,xtask/src/conform/forbidden_strings.rs,32,検査する(pub fn),英単語または略号,2・3・5,同上。禁止語・経緯語・絵文字という対象が名前に無い,禁止語と絵文字の混入を検査する,命名_区画147_2026-09-12.md
147,xtask,xtask/src/conform/line_count.rs,27,検査する(pub fn),英単語または略号,2・3・5,同上。行数の上限という対象が名前に無い,行数の上限超過を検査する,命名_区画147_2026-09-12.md
147,xtask,xtask/src/conform/module_import_boundary.rs,19,検査する(pub fn),英単語または略号,2・3・5,同上。取り込みの境界という対象が名前に無い,取り込みの境界を検査する,命名_区画147_2026-09-12.md
147,xtask,xtask/src/conform/reload_without_device_wait.rs,19,検査する(pub fn、引数0),英単語または略号・数字,2・3・5,引数も無いため対象を推測する手がかりがさらに少ない。GPU全作業完了待ちという対象が名前に無い,シーン差し替えのGPU全作業完了待ちを検査する,命名_区画147_2026-09-12.md
147,xtask,xtask/src/conform/rigid_raw_triplet.rs,21,検査する(pub fn),英単語または略号,2・3・5,同上。単精度3つ組の宣言という対象が名前に無い,剛体モジュール群の単精度3つ組宣言を検査する,命名_区画147_2026-09-12.md
147,xtask,xtask/src/conform/single_lighting_slot_write.rs,24,検査する(pub fn、引数0),英単語または略号・数字,2・3・5,引数も無い。照明問い合わせスロットへの書き込み元という対象が名前に無い,照明問い合わせスロットへの書き込み元を検査する,命名_区画147_2026-09-12.md
